text,emotions
"অনেক যুদ্ধের পর, একটি ভোর আসে সান্ত্বনার মতো,
তুমি যাকে আলো বলো— সূর্য তাকে বলে তার ক্ষত।",Realization
"নিঃসঙ্গ নক্ষত্র
    ~ সাদাত হোসাইন
গ্রুপ লিংক-
https://www.facebook.com/groups/1288290225006095/?ref=share",Neutral
"বইমেলার সব বইয়ে ২৫% ডিসকাউন্ট, সাথে নগদে ২০% ক্যাশব্যাক। অর্ডার করলে নিশ্চিত উপহার। সাথে আছে মোটর বাইক আর স্মার্টফোন জেতার সুযোগ।
অর্ডার করলেই নিশ্চিত নেসক্যাফে।  ৬৯৯+ টাকার অর্ডার করলে নিশ্চিত চপস্টিক নুডুলস।
মাত্র ৩৯৯৳+ অর্ডার করে র+ক+মা+রি শব্দ মিলালেই থাকছে ১৫০ সিসির এবিএস বাইক এবং স্মার্টফোন জেতার সুযোগ।
বইগুলো এখনই অর্ডার করতে পছন্দের বইয়ের ছবিতে ক্লিক করুন।… See more",Amusement
"কোয়ারেন্টাইনের দিনগুলো!
গ্রুপ লিংক -
https://www.facebook.com/groups/1288290225006095/?ref=share",Love
"করোনার দিনগুলোতে প্রায়ই ডায়েরি কিংবা মোবাইলের নোটপ্যাডে দিনপঞ্জি বা স্মৃতিচারণমূলক লেখা লিখতাম। এ লেখাটি লকডাউনের একশ সাতচল্লিশতম দিনে লেখা। 
#একশ_সাতচল্লিশ
ক… See more",Admiration
"প্রিয় পাঠক, এটি আমার ফেসবুক গ্রুপ লিংক। যারা আমার লেখালেখি ভালোবাসেন, সবাই এ গ্রুপে যোগ দিতে পারেন।
https://www.facebook.com/groups/1288290225006095/?ref=share",Love
অভিমান জমে জমে আমি ব্যথাহীন।,Sadness
"""প্রিয়তম অসুখ সে"" নিয়ে কিছু কথা-
বহুদিন বাদে
হৃদয় মাঝে, 
চিনচিনে ব্যথা হাঁটে। … See more",Sadness
"প্রিয়তম অসুখ সে
     ~ সাদাত হোসাইন",Sadness
"হৃদি কি অনিককে ছেড়ে চলে যাবে?
লেখকরা শব্দের আঁকিবুকিতে একটা মানুষের অস্তিত্ব কীভাবে এমনি এমনি নিঃশেষ করে দেন?
প্রিয়তম অসুখ সে… See more",Sadness
"স্বপ্ন যখন হাতের মুঠোয়!
হাতে পেয়ে গেলাম আমার প্রথম সাধনার ধন, প্রথম প্রকাশিত কাব্যগ্রন্থ ""ইচ্ছেঘুড়ির বৃষ্টিবিলাস""। বইটি দাঁড়িকমা প্রকাশনীর সৌজন্যে প্রকাশিত হলো।
১৫ তারিখ থেকে শুরু হতে যাওয়া অমর একুশে বইমেলাতে দাঁড়িকমার স্টলে বইটি পাওয়া যাবে। স্টল নাম্বার - ১৪৮, সোহরাওয়ার্দী উদ্যান। … See more",Amusement
"তোমার দুর্বল দিক কখনো মানুষকে দেখিও না। দুর্বলতা কেবল নিজের পৃথিবীতেই শোভা পায়। হঠাৎ কান্না পেলে বালিশে মুখ গুজে কেঁদে নিবে, তাও কারো কাছে আশ্রয় পেতে যেও না।",Realization
"কালেভদ্রে এক দুবার ধুলোমাখা যান্ত্রিক এ শহরটা মানুষের শ্বাসরোধ করে দিতে চায়। ফিজিক্সের সূত্রের মতো, তার ঘাতবল স্বল্পকালব্যাপী হলেও মানটা ভীষণ বড়, যা সব লণ্ডভণ্ড… See more",Sadness
